No	Title	VideoUrl	TimeStamp	Sentence	RowNumber	IsUsefulSentence	Key steps	Verb	Object(directly related with Verb)	Location	Time	Temperature	Other important phrase(like with	key_sentence_prediction
72	pizza marghetta	https://www.youtube.com/watch?v=FHvZgt3ExDI	07:13.7	it 's all about the sauce.	71	0								0
73	pizza marghetta	https://www.youtube.com/watch?v=FHvZgt3ExDI	07:15.3	"yeah , fresh mozzarella, mozzarella little bit of basil, simple but elegant, gotta, come try this."	72	0								0
74	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	00:07.7	"welcome to collinwood, elam, i'ma grassy."	0	0								0
75	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	00:09.9	and we 're going to make together pizza margarita today.	1	0								0
76	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	00:13.6	this pizza was invented in eighteen hundred.	2	0								0
77	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	00:15.9	"eighty nine in naples by rafael as positive pizza maker in owner of queen regina, margherita during visit to naples, this pizza is the color of the italian flag green, white, and red to prepare six pizzas margarita we need two pounds flour, one hour."	3	0								0
78	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	00:35.4	"so fresh yeast two cups fresh water and one teaspoon of salt and to garnish our pizzas, we need the six tablespoons extra virgin olive oil one pound of fresh mozzarella cheese few basil, live one pound or can tomato or tomato pulp and a pinch of salt."	4	0								1
79	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	00:53.3	"first of all way to need our peace, and also we need the flower place of our bench we had the east salt and water and we need is important, not to mix directly salt and is we have water people to water."	5	0								1
80	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:09.6	"cause , we do n't know exactly how much water."	6	0								0
81	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:12.3	the flowers gone hours hope.	7	0								1
82	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:14.2	"and we start to knead, so we need about though for this fifteen twenty minutes until we have a very nice texture."	8	1	knead dough for 15-20 minutes	knead	dough		15-20 minutes			1
83	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:23.2	and where is moved dope connected using a kitchenette.	9	0								0
84	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:27.9	"of course when you finish to need the door is not sticky anymore, as a nice texture."	10	0								0
85	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:39.1	"if it 's too thick, you can add a little water."	11	0								1
86	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:41.6	"if it 's two softap just add some flour, you place on a bench."	12	0								1
87	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:45.4	"you make a nice bowl with cover, the door to avoid crusting an you let it rise at room temperature for three four hour."	13	1	make bowl with cover	make	bowl				with cover	1
88	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:55.2	or you can place in a warm place for one hour.	14	0								1
89	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	01:58.7	"one sourdough, as almost double is volume we make six small balls."	15	1	make six small balls	make	six small balls					1
90	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:05.8	each peaceable should be around nine ounces.	16	0								1
91	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:09.4	so we make nice round shape now.	17	1	make a round shape	make	round shape					0
92	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:12.1	"we cover again with film to avoid the door crafting an we elect, leave at room times or for a couple of hour or if you like you can place in a warm place for forty five minutes around pizza dough is ready."	18	1	cover with film	cover	film					1
93	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:25.5	now we can seize and a tomato.	19	0								1
94	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:28.4	so pinch of salt little olive oil we start giving a shape to our pizza we flower one piece of gold.	20	0								1
95	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:40.1	and we start making flat with our hands.	21	1	make the dough flat with hands	make flat	dough				with hands	1
96	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:45.5	we try to obtain a regular round shape of around fourteen inches.	22	0								1
97	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	02:54.2	now we had a tomato and we spread all over our pizza dough.	23	1	spread tomato over pizza dough	spread	tomato	pizza dough				1
98	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	03:00.5	we had the mozzarella cheese shredded little basil pizza is ready to be back.	24	1	"add mozzarella cheese, shredded basil"	add	"mozzarella cheese, shredded basil"					0
99	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	03:12.3	now we should make pizza at around seven hundred fifty degrees.	25	1	make pizza 	bake	pizza			750 degrees		1
100	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	03:26.7	fahrenheit for around ninety seconds sliding pizza directly on the oven floor at home we can bake at four hundred degrees.	26	0								0
101	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	03:34.9	"fahrenheit four five, seven finish our pizza with basil and fresh olive oil."	27	1	finish pizza with basil and olive oil	finish	pizza				"with basil, olive oil"	1
102	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	03:46.3	i hope you enjoy this pizza.	28	0								0
103	pizza marghetta	https://www.youtube.com/watch?v=vmTP3k22f0I	03:48.0	"margherita , one of the most famous italian pizzas and got up at eight AM."	29	0								0
104	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:10.2	"hi , i 'm john ganley from cosmos would like to welcome you to our restaurant."	0	0								0
105	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:15.5	cosmos has been in sarasota for over fifteen years.	1	0								0
106	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:18.8	"we are now in our new home, which is at the corner of clark, and an array by deer."	2	0								0
107	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:23.6	I seventy five and we 've always specialized in italian comfort food.	3	0								0
108	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:28.4	"a lot of people notice for wood, fire brick oven pizzas, we also prepare signature clusters, specialty salads, and a whole lot of other different entrees."	4	0								0
109	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:40.3	true sivley italian.	5	0								0
110	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:41.3	we do have some multicultural twist or cuisine.	6	0								0
111	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:45.0	we have a few asian influences.	7	0								0
112	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:47.1	they have a few american influences as well.	8	0								0
113	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	00:50.2	"in addition to our regular menu, we have a very extensive gluten free menu over fifty items that are gluten-free free pizza with free pasta."	9	0								0
114	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:00.3	many gluten free salads and some gluten free on trees.	10	0								0
115	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:04.5	we 've been members of the original since two thousand three.	11	0								0
116	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:07.5	i think it was one of the charter members and so many things that i like about being a member of the originals.	12	0								0
117	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:12.9	i enjoy the teamwork that original members are not in competition with each other and i like the fact that we share resources.	13	0								0
118	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:22.5	hey welcome to the kitchen at cosmos.	14	0								0
119	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:25.7	"today , chef alfredo is going to be making a couple of our famous wood fire brick oven pizzas going to start off with a margarita pizza and after that we 're going to make a quattro, formaggio, or four cheese."	15	0								0
120	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:38.2	"OK , well, to make the margarita pizza we 're going to start off with by stretching the dough and we do make gardell everyday fresh in our kitchen after that we 're going to add some shredded mozzarella cheese."	16	1	"stretch the dough, add shredded mozzarella cheese"	stretch; add	dough;shredded mozzarella cheese					1
121	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	01:55.3	"then our version of a margarita pizza has four dollops of tomato sauce, along with some fresh, chopped tomato, then it goes into the wood burning oven, they certainly, we 've been cooking with for fifteen years."	17	1	put chopped tomato and tomato sauce into oven	put	chopped tomato and tomato sauce	into oven				1
122	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:13.3	now it burns it about seven or eight hundred degrees for the pizza cooks very quickly.	18	0								0
123	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:19.0	the end result is when you cook at that high of a temperature that you wanted with their very crisp crust.	19	0								0
124	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:24.8	"after the margarita pizza comes out of the oven, we finish it with some fresh, grated parmesan cheese."	20	1	"finish with more cheese, fresh basil"	finish	pizza				"with more cheese, fresh basil"	1
125	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:31.1	some fresh basil and around the edge of the pizza on the crust.	21	0								1
126	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:36.6	"we put extra virgin, olive oil and that is, cosmos famous margarita pizza."	22	0								0
127	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:42.6	"OK , now we 're going to make our quattro, formaggio pizza which means four cheeses."	23	0								1
128	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	02:49.1	"this is a white pizza meaning no sauce, the four cheeses that go on to this pizza, or mozzarella, fontina cheese which is a slightly nutty flavor, crumbled gorgonzola cheese."	24	0								0
129	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	03:04.3	"gorgonzola is an italian, mild blue cheese."	25	0								0
130	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	03:09.0	"and then some fresh diced tomato alright, the quadro for logic pizzas, finished we 're going to put it on the plates going to top it with shape parmesan cheese in some extra virgin, olive oil."	26	0								1
131	pizza marghetta	https://www.youtube.com/watch?v=5ZWUiD2OL04	03:28.1	and there you have it is n't a quattro for maggio pizza.	27	0								0
132	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:00.6	"hey there welcome back to no recipe required, hope you doing, well tonight."	0	0								0
133	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:04.7	i 'm going to make some homemade pizza for you.	1	0								0
134	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:07.2	this is going to be a classic margarita pizza.	2	0								0
135	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:10.5	"it 's really delicious, pretty easy to do you 've got your."	3	0								0
136	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:14.1	we 've got our standard sauce.	4	0								0
137	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:15.3	"the sauce that i normally make will roll out some pizza dough or stretch out some pizza dough and really just do a basic tomato mozzarella and basil, basil across, actually call it the christmas pizza."	5	0								1
138	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:25.4	"could it 's got a nice little red, white and green color into it, let 's, let 's go ahead and get started free pizza?"	6	0								0
139	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:32.1	"one of the few decisions you gotta, make is how thin or thick you want to cut your tomato or slicer tomato."	7	0								0
140	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:39.0	i actually prefer to go a pretty thin slice.	8	0								0
141	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	0:00:42	"but if you really like kind of chunkier pieces of tomato by all mine by all means, go a little thicker."	9	0								1
142	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:50.5	i 'm going to go and probably do.	10	0								0
143	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:53.6	i do n't know an eighth of an inch or a sixteenth of an inch slice there pretty thin and just laying down.	11	0								1
144	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	00:59.7	i 'm using a roma tomato winter.	12	0								0
145	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	01:03.5	"i think is generally, you know, kind of the best out there, but use obviously whatever is available."	13	0								0
146	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	01:09.2	"whatever expression, whatever you like so let 's go ahead and make our margarita pizza."	14	0								0
147	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	01:14.4	i 've got a pasta dough that i just rolled out or kind of pulled apart.	15	0								0
148	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	01:19.4	pull apart is not the right word.	16	0								0
149	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	01:21.0	"i pulled in kind of stretched it out, got a, got, a nice flat doh."	17	0								1
150	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	01:25.7	"here you can find how i do it out on the website, and then i 've also got my basic classic tomato sauce plus that i use for just about all my pizzas, an i 'm going to go ahead and lay that down in a, in a nice coat and i like you know, probably frankly i probably like a medium amount of sauce people, people have said little bit less a little bit more i kind of like it a little bit right in the middle use, the back of the spoon there, yeah, you spoon it out with the front, then just kind of use the back spread it out."	18	1	lay down tomato sauce	lay down	tomato sauce					1
151	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:02.2	"it certainly does not have to be perfectly, even all around."	19	0								0
152	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:06.7	"if you got little spots like that, it 's really not a big deal."	20	0								0
153	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:10.7	and then i like to use our leave about half an inch all the way around the pizza.	21	1	leave half an inch around pizza	leave	half an inch leaf	around pizza				1
154	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:16.5	"you do n't want to you do n't want to get any big massive puddles in there if you 've got half an inch of, of sauce sitting over here."	22	0								0
155	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:23.9	"definitely you want to smooth that out so margarita pizza, i 've got some mozzarella cheese."	23	0								0
156	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:30.8	this is actually barada cheese which is a kind of a version of mozzarella.	24	0								0
157	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:35.1	i 'm going to go ahead and lay this down.	25	1	lay down cheese	lay down	cheese					0
158	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:37.7	"a few pieces kind of interspersed throughout the, throughout the slice or throughout the pizza and these are, these are probably quarter."	26	0								0
159	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:48.8	inch half an inch slices.	27	0								1
160	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:52.5	then i 'm going to spread out.	28	0								1
161	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	02:55.9	"maybe we fit one more in there, how about this guy right there and maybe one more, one more rate in the middle there and then um sauce little bit , mozzarella."	29	0								0
162	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	03:13.6	and then you can lay some basil down now.	30	1	lay basil down	lay down	basil					1
163	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	03:16.7	the basel i like to.	31	0								0
164	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	03:17.9	"i like to press down a little bit to make sure that it stays down, stays down as it cooks if it stays down it."	32	1	press basil down	press down	basil					0
165	pizza marghetta	https://www.youtube.com/watch?v=KCIGy7lt_Og	03:27.8	"and so it 's like going to burn in the oven, which, which i do n't really like burnt basil, so go ahead."	33	0								0
